lcl|NW_011934501.1_cds_XP_011426503.1_1	XP_030832723.1	8.98e-56
lcl|NW_011934501.1_cds_XP_011434216.1_2	XP_030832723.1	8.98e-56
lcl|NW_011934501.1_cds_XP_011445785.1_3	XP_030832773.1	9.85e-58
lcl|NW_011934507.1_cds_XP_011423156.1_5	XP_030841873.1	1.42e-65
lcl|NW_011934512.1_cds_XP_011426108.1_6	XP_003724618.2	2.91e-124
lcl|NW_011934514.1_cds_XP_011427256.2_7	XP_030834558.1	1.12e-30
lcl|NW_011934516.1_cds_XP_011428421.2_8	XP_030834151.1	3.08e-21
lcl|NW_011934516.1_cds_XP_019923453.1_9	XP_030834151.1	3.08e-21
lcl|NW_011934516.1_cds_XP_019923670.1_10	XP_030834151.1	3.08e-21
lcl|NW_011934516.1_cds_XP_019923891.1_11	XP_030834151.1	6.54e-14
lcl|NW_011934520.1_cds_XP_011430737.1_12	XP_011671541.2	5.33e-49
lcl|NW_011934520.1_cds_XP_011429578.1_13	XP_030828001.1	3.01e-163
lcl|NW_011934525.1_cds_XP_011434217.1_14	XP_030853898.1	2.63e-26
lcl|NW_011934525.1_cds_XP_011436541.1_15	XP_030853898.1	3.65e-26
lcl|NW_011934525.1_cds_XP_011432688.1_16	XP_030853898.1	3.50e-26
lcl|NW_011934525.1_cds_XP_011433459.1_17	XP_030853898.1	7.10e-24
lcl|NW_011934525.1_cds_XP_011434994.1_18	XP_030853898.1	2.45e-23
lcl|NW_011934525.1_cds_XP_011435774.1_19	XP_030853898.1	2.45e-23
lcl|NW_011934527.1_cds_XP_011437695.1_20	XP_030836439.1	2.34e-65
lcl|NW_011934528.1_cds_XP_019926840.1_21	XP_793542.2	0.0
lcl|NW_011934530.1_cds_XP_011443863.1_22	XP_030850384.1	4.63e-29
lcl|NW_011934530.1_cds_XP_011441541.1_23	XP_030851015.1	1.75e-10
lcl|NW_011934530.1_cds_XP_011440784.1_24	XP_030851015.1	2.43e-10
lcl|NW_011934530.1_cds_XP_011440004.1_25	XP_003728290.2	1.61e-10
lcl|NW_011934533.1_cds_XP_019929118.1_28	XP_030843144.1	2.83e-105
lcl|NW_011934533.1_cds_XP_011446188.1_29	XP_030843144.1	2.83e-105
lcl|NW_011934533.1_cds_XP_011446961.1_30	XP_030843144.1	2.83e-105
lcl|NW_011934533.1_cds_XP_011447717.1_31	XP_030843144.1	2.83e-105
lcl|NW_011934533.1_cds_XP_011448856.1_32	XP_030834480.1	1.65e-110
lcl|NW_011934533.1_cds_XP_011449976.1_33	XP_030833135.1	0.0
lcl|NW_011934534.1_cds_XP_011452277.1_35	XP_793909.2	6.69e-147
lcl|NW_011934534.1_cds_XP_011453429.1_36	XP_030840515.1	0.0
lcl|NW_011934535.1_cds_XP_019918435.1_37	NP_001116980.1	4.04e-23
lcl|NW_011934539.1_cds_XP_011454605.1_38	XP_030837063.1	5.21e-08
lcl|NW_011934542.1_cds_XP_019921778.1_48	XP_030845571.1	6.45e-07
lcl|NW_011934542.1_cds_XP_011419503.1_49	XP_030845571.1	6.45e-07
lcl|NW_011934542.1_cds_XP_011420267.1_50	XP_030845571.1	3.45e-07
lcl|NW_011934547.1_cds_XP_011423879.2_53	XP_011674151.1	3.67e-28
lcl|NW_011934548.1_cds_XP_011424376.1_54	XP_030854474.1	6.45e-154
lcl|NW_011934548.1_cds_XP_019922042.1_55	XP_030854474.1	5.20e-154
lcl|NW_011934548.1_cds_XP_011424190.1_56	XP_030854339.1	0.0
lcl|NW_011934548.1_cds_XP_011424499.1_57	XP_030855314.1	0.0
lcl|NW_011934548.1_cds_XP_011424582.1_58	XP_030855314.1	0.0
lcl|NW_011934551.1_cds_XP_011424700.1_59	XP_030833172.1	6.08e-43
lcl|NW_011934552.1_cds_XP_011424819.2_60	XP_030841771.1	6.87e-13
lcl|NW_011934552.1_cds_XP_019922226.1_61	XP_030841771.1	1.28e-12
lcl|NW_011934555.1_cds_XP_011425356.1_65	XP_003728056.1	0.0
lcl|NW_011934555.1_cds_XP_011425276.1_66	XP_003728056.1	0.0
lcl|NW_011934556.1_cds_XP_011425650.1_68	XP_011671541.2	8.80e-34
lcl|NW_011934557.1_cds_XP_011425759.1_69	XP_001175504.1	1.54e-107
lcl|NW_011934557.1_cds_XP_011425871.1_70	XP_030854618.1	1.52e-99
lcl|NW_011934557.1_cds_NP_001292274.1_71	XP_783271.3	7.46e-46
lcl|NW_011934558.1_cds_XP_011426724.1_72	XP_030846947.1	1.98e-147
lcl|NW_011934558.1_cds_XP_019922849.1_73	XP_030846947.1	1.19e-149
lcl|NW_011934558.1_cds_XP_011426580.1_74	XP_030846947.1	1.95e-153
lcl|NW_011934558.1_cds_XP_011426427.1_75	XP_030846947.1	1.25e-151
lcl|NW_011934558.1_cds_XP_011426504.1_76	XP_030846947.1	5.36e-149
lcl|NW_011934558.1_cds_XP_011426352.1_77	XP_030846947.1	2.17e-143
lcl|NW_011934558.1_cds_XP_011426269.1_78	XP_030846947.1	2.48e-144
lcl|NW_011934558.1_cds_XP_011426189.1_79	XP_030846947.1	3.95e-147
lcl|NW_011934558.1_cds_XP_011426653.1_80	XP_030846947.1	3.38e-147
lcl|NW_011934558.1_cds_XP_011426109.1_81	XP_030846947.1	3.96e-147
lcl|NW_011934558.1_cds_XP_011426803.1_82	XP_030846947.1	2.50e-147
lcl|NW_011934558.1_cds_XP_011426919.1_83	XP_030831108.1	0.0
lcl|NW_011934558.1_cds_XP_011427038.1_84	XP_030848141.1	0.0
lcl|NW_011934558.1_cds_XP_011427121.1_85	XP_030848141.1	0.0
lcl|NW_011934558.1_cds_XP_011427533.1_88	XP_030847302.1	1.99e-110
lcl|NW_011934558.1_cds_XP_011427448.1_89	XP_798408.4	7.61e-109
lcl|NW_011934558.1_cds_XP_011427644.1_90	XP_030848096.1	1.16e-178
lcl|NW_011934559.1_cds_XP_019923135.1_93	XP_003725730.1	6.13e-32
lcl|NW_011934559.1_cds_XP_011428035.1_94	XP_030841615.1	2.25e-11
lcl|NW_011934560.1_cds_XP_011429143.1_100	XP_011665926.2	4.03e-17
lcl|NW_011934560.1_cds_XP_011429213.1_101	XP_011665926.2	4.03e-17
lcl|NW_011934562.1_cds_XP_019923557.1_103	XP_003724498.1	2.60e-08
lcl|NW_011934563.1_cds_XP_011430079.1_104	XP_030830751.1	2.89e-09
lcl|NW_011934567.1_cds_XP_011430784.1_106	XP_030838218.1	0.0
lcl|NW_011934567.1_cds_XP_011431095.1_107	XP_030838219.1	0.0
lcl|NW_011934567.1_cds_XP_011430687.1_108	XP_030838219.1	0.0
lcl|NW_011934567.1_cds_XP_011430939.1_109	XP_030838219.1	0.0
